k,knn
74,65.0675675675675676
74,86.7567567567567568
74,88.4459459459459459
74,89.7027027027027027
74,93.2837837837837838
74,114.0540540540540541
74,115.2027027027027027
74,125.0405405405405405
75,91.3466666666666667
75,101.7333333333333333
75,102.0133333333333333
75,104.32
75,106.32
75,112.3733333333333333
75,115.5733333333333333
75,124.0133333333333333
75,129.4933333333333333
76,92.2631578947368421
76,116.6710526315789474
77,91.0779220779220779
77,94.9090909090909091
77,99.5974025974025974
77,102.0649350649350649
77,104.9090909090909091
77,118.9350649350649351
77,119.0909090909090909
77,125.7792207792207792
77,130.1688311688311688
78,98.4358974358974359
78,127.0641025641025641
79,91.6455696202531646
79,93.5949367088607595
79,93.6962025316455696
79,99.6835443037974684
79,102.0506329113924051
79,112.1772151898734177
79,116.5949367088607595
79,119.3670886075949367
79,126.7594936708860759
79,132.1392405063291139
79,145.6708860759493671
80,93.2375
80,99.475
80,103.025
80,106.0875
80,106.5625
80,114.875
80,116.0375
80,118.4125
80,123.8625
80,129.5375
80,137.775
81,69.3580246913580247
81,94.0864197530864198
81,95.382716049382716
81,111.3333333333333333
81,138.3950617283950617
81,146.7407407407407407
82,81.0853658536585366
82,83.5609756097560976
82,85.3658536585365854
82,94.2560975609756098
82,99.3902439024390244
82,100.1341463414634146
82,113.7804878048780488
82,122.2926829268292683
82,126.9146341463414634
82,148.7439024390243902
83,96.3493975903614458
83,100.0602409638554217
83,100.2048192771084337
83,112.7710843373493976
83,114.0240963855421687
83,117.3855421686746988
83,121.4337349397590361
83,124.3132530120481928
83,128.108433734939759
83,128.2409638554216867
83,147.5542168674698795
84,102.869047619047619
84,105.0476190476190476
84,105.8333333333333333
84,107.369047619047619
84,110.2738095238095238
84,110.8214285714285714
84,111.7142857142857143
84,123.0714285714285714
84,123.369047619047619
84,127.4047619047619048
84,140.2619047619047619
84,146.380952380952381
85,89.9058823529411765
85,103.2705882352941176
85,108.5764705882352941
85,129
86,95.6162790697674419
86,97.2209302325581395
86,97.2558139534883721
86,98.5
86,98.6046511627906977
86,100.2674418604651163
86,102.5581395348837209
86,112.7674418604651163
86,116.5930232558139535
86,118.8837209302325581
86,119.7325581395348837
86,127.813953488372093
87,80.6551724137931034
87,86.4367816091954023
87,101.4367816091954023
87,108.4597701149425287
87,108.6091954022988506
87,110.3793103448275862
87,111.632183908045977
87,111.8620689655172414
87,120.0114942528735632
87,125.5632183908045977
88,81.5227272727272727
88,84.7613636363636364
88,95.6477272727272727
88,102.9318181818181818
88,115.1704545454545455
88,120.0909090909090909
89,84.7303370786516854
89,106.7191011235955056
89,124.5393258426966292
89,125.550561797752809
89,129.4269662921348315
90,94.9111111111111111
90,113.1888888888888889
90,128.2
90,139.7777777777777778
91,88.6593406593406593
91,89.6043956043956044
91,114.010989010989011
91,117.8241758241758242
91,118.3406593406593407
91,119.6483516483516484
91,133
91,136.8461538461538462
92,92.6521739130434783
92,104.2717391304347826
92,106.2391304347826087
92,114.2717391304347826
93,89.5053763440860215
93,94.5913978494623656
93,96.5483870967741935
93,98.5376344086021505
93,100.3763440860215054
93,109.2580645161290323
93,119.043010752688172
93,120.5698924731182796
93,123.8279569892473118
94,95.4361702127659574
94,95.8191489361702128
94,97.9893617021276596
94,100.4893617021276596
94,103.0319148936170213
94,103.4148936170212766
94,132.3404255319148936
95,108.2
95,112.3157894736842105
95,147.2631578947368421
96,90.03125
96,120.3541666666666667
97,102.3711340206185567
97,114.865979381443299
97,115.0309278350515464
97,119.3814432989690722
97,122.6907216494845361
97,124.577319587628866
98,89.8571428571428571
98,92.9387755102040816
98,94.1428571428571429
98,101.6938775510204082
98,102.7346938775510204
98,104.8673469387755102
98,108.163265306122449
98,115.326530612244898
98,124.4591836734693878
99,92.9191919191919192
99,97.4444444444444444
99,111.4949494949494949
99,145.7676767676767677
100,102.03
100,109.52
100,109.75
100,122.52
100,124.93
100,131.07
101,107.2673267326732673
101,115.2475247524752475
101,117.1881188118811881
101,122.4257425742574257
101,123.7425742574257426
101,131.6336633663366337
102,103.3333333333333333
102,112.9803921568627451
102,115.9509803921568627
102,121.392156862745098
103,99.9902912621359223
103,102.6116504854368932
103,106.2330097087378641
103,120.5145631067961165
104,100.6538461538461538
104,110.8942307692307692
104,113.8269230769230769
104,118.7596153846153846
104,131.8942307692307692
105,100.1523809523809524
105,144.3238095238095238
106,99.6226415094339623
106,127.8584905660377358
107,96.588785046728972
107,100.5233644859813084
107,114.3738317757009346
107,145.1588785046728972
108,114.1296296296296296
109,102.6238532110091743
109,106.2110091743119266
109,108.6422018348623853
109,108.8623853211009174
109,112.9174311926605505
109,113.5688073394495413
109,113.5963302752293578
109,114.2477064220183486
109,133.7522935779816514
110,103.9454545454545455
110,110.4272727272727273
111,127.4594594594594595
113,99.0353982300884956
113,99.5044247787610619
113,110.2300884955752212
113,110.4778761061946903
113,114.7433628318584071
113,115.5752212389380531
113,125.079646017699115
114,76.7631578947368421
114,123.2719298245614035
114,124.6842105263157895
114,128.7631578947368421
115,90.408695652173913
115,110.0608695652173913
116,96.4568965517241379
116,109.0086206896551724
117,89.8376068376068376
117,92.5726495726495726
117,95.2991452991452991
117,104
118,79.1101694915254237
118,107.1271186440677966
118,126.4576271186440678
118,141.4745762711864407
119,118.2100840336134454
119,119.6974789915966387
120,109.375
120,112.8916666666666667
120,117.1
120,128.375
120,133.7583333333333333
120,142.0083333333333333
121,102.9338842975206612
121,141.2479338842975207
122,86.319672131147541
122,91.139344262295082
122,101.5819672131147541
123,97.5284552845528455
124,107.3306451612903226
124,110.8870967741935484
124,117.8870967741935484
125,127.432
126,110.8968253968253968
126,113.0793650793650794
127,109.2125984251968504
127,111.3464566929133858
127,117.0078740157480315
127,124.0708661417322835
128,105.75
128,106.0546875
128,119.2734375
128,123.75
129,99.4806201550387597
129,138.0542635658914729
130,111.4230769230769231
130,120.5384615384615385
131,103.1755725190839695
131,107.3129770992366412
131,114.1526717557251908
131,117.4122137404580153
132,93.0151515151515152
132,107.946969696969697
132,108.4924242424242424
132,112.8636363636363636
132,119.8257575757575758
132,120.7045454545454545
132,120.9015151515151515
133,97.7518796992481203
133,103.3082706766917293
133,111.3157894736842105
133,116.1729323308270677
134,108.3059701492537313
134,118.3432835820895522
134,122.0074626865671642
135,95.3481481481481481
136,144.1617647058823529
137,82.2992700729927007
137,100.6642335766423358
138,101.4420289855072464
138,117.8695652173913043
139,87.3381294964028777
139,96.8201438848920863
139,112.841726618705036
141,102.8085106382978723
141,110.0851063829787234
141,115.673758865248227
142,111.3309859154929577
142,113.4154929577464789
142,126.4507042253521127
143,100.0839160839160839
143,101.2027972027972028
143,106.1258741258741259
143,115.951048951048951
143,128.5804195804195804
145,105.503448275862069
146,109.1780821917808219
146,134.6232876712328767
147,103.0204081632653061
147,104
147,117.1360544217687075
147,124.2993197278911565
148,89.3986486486486486
148,93.3986486486486486
149,108.0402684563758389
150,90.7666666666666667
150,102.8466666666666667
150,108.74
150,109.0733333333333333
150,133.8266666666666667
150,140.8666666666666667
151,106.9801324503311258
151,113.8675496688741722
151,115.2516556291390728
151,136.0132450331125828
152,94.6118421052631579
152,100.2434210526315789
152,100.7302631578947368
153,101.1503267973856209
154,99.2012987012987013
154,119.4415584415584416
155,96.5870967741935484
155,102.0258064516129032
155,108.232258064516129
156,101.5576923076923077
156,106.0641025641025641
156,107.7051282051282051
156,110.108974358974359
157,110.4777070063694268
157,113.4331210191082803
159,95.6666666666666667
159,98.9937106918238994
160,112.91875
162,103.2592592592592593
162,109.4938271604938272
162,117.7222222222222222
164,121.1219512195121951
164,121.7378048780487805
165,103.4909090909090909
165,120.4181818181818182
166,103.0843373493975904
166,122.8192771084337349
166,130.8433734939759036
167,106.1197604790419162
168,89.1369047619047619
168,92.0654761904761905
169,87.1775147928994083
169,93.8520710059171598
169,132.3964497041420118
170,96.0764705882352941
170,126.9705882352941176
170,127.7882352941176471
172,105.1569767441860465
172,122.0872093023255814
173,101.115606936416185
173,102.7283236994219653
173,109.2890173410404624
174,110.764367816091954
175,97.0342857142857143
175,109.6057142857142857
175,116.24
177,91.7796610169491525
177,112.231638418079096
178,111.5224719101123596
179,105.0167597765363128
179,110.8715083798882682
179,135.111731843575419
181,112.4143646408839779
182,103.1703296703296703
182,117.6703296703296703
183,88.2950819672131148
183,107.1967213114754098
183,123.3278688524590164
187,85.8983957219251337
187,130.4385026737967914
190,99.3
190,103.6263157894736842
191,107.806282722513089
193,111.6113989637305699
194,104.7216494845360825
194,110.4896907216494845
195,85.9794871794871795
197,102.6446700507614213
200,102.46
201,90.9701492537313433
202,122.1732673267326733
204,103.6715686274509804
204,112.7401960784313725
205,106.6146341463414634
206,106.058252427184466
207,102.251207729468599
209,104.4449760765550239
212,99.2028301886792453
212,101.2452830188679245
212,122.0094339622641509
214,105.397196261682243
216,119.625
217,120.5161290322580645
219,101.771689497716895
221,92.6742081447963801
223,106.4977578475336323
224,88.0446428571428571
225,98.92
226,121.9336283185840708
226,123.8274336283185841
228,101.6842105263157895
230,91.2956521739130435
230,123.8260869565217391
236,110.7584745762711864
249,104.3092369477911647
254,91.5354330708661417
257,109.377431906614786
259,105.4324324324324324
262,106.9389312977099237
262,107.2977099236641221
262,109.6679389312977099
273,103.967032967032967
273,118.2014652014652015
277,99.3537906137184116
282,97.6312056737588652
283,108.6749116607773852
283,109.5653710247349823
285,97.2842105263157895
290,93.0379310344827586
290,111.3827586206896552
293,102.1160409556313993
297,111.2424242424242424
313,93.2811501597444089
343,96.8833819241982507
346,93.684971098265896
358,93.9525139664804469
361,86.4875346260387812
376,94.7367021276595745
381,94.7847769028871391
399,82.8796992481203008
448,96.8973214285714286
