route_id,stop_name
1610,Császárfa utca
1615,Császárfa utca
2620,Császárfa utca
2025,Császárfa utca
1620,Császárfa utca
2870,Csata utca
0405,Csata utca
0570,Csatlós utca
2570,Csatlós utca
3370,Csengettyű utca
3030,Csengettyű utca
3428,Csengettyű utca
1380,Csepel
0380,Csepel
2780,Csepel
0381,Csepel
6300,Csepel
2380,Csepel
1520,Csepel csónakház
0710,Csepel csónakház
0350,"Csepel, Csillagtelep"
0360,"Csepel, Csillagtelep"
0710,"Csepel, Királyerdő út"
1520,"Csepel, Királyerdő út"
1790,"Csepel, Kossuth Lajos utca"
1510,"Csepel, Kossuth Lajos utca"
0350,"Csepel, Kossuth Lajos utca"
0360,"Csepel, Kossuth Lajos utca"
1480,"Csepel, Kossuth Lajos utca"
1480,"Csepel, Soroksári rév"
1520,"Csepel, Soroksári rév"
0710,"Csepel, Soroksári rév"
2380,"Csepel, Szent Imre tér"
2780,"Csepel, Szent Imre tér"
1380,"Csepel, Szent Imre tér"
1520,"Csepel, Szent Imre tér"
0710,"Csepel, Szent Imre tér"
1590,"Csepel, Szent Imre tér"
0380,"Csepel, Szent Imre tér"
0381,"Csepel, Szent Imre tér"
0710,"Csepel,orgásztanya"
1520,"Csepel,orgásztanya"
0662,Csepeli átjáró
0660,Csepeli átjáró
1190,Csepeli átjáró
1510,Csepeli átjáró
1660,Csepeli átjáró
0380,Csepeli temető
2780,Csepeli temető
1380,Csepeli temető
0381,Csepeli temető
2380,Csepeli temető
4810,Csertő utca
4801,Csertő utca
4800,Csertő utca
4808,Csertő utca
1740,Csertő utca
0980,Csévéző utca
2005,Csévéző utca
0930,Csévéző utca
0985,Csévéző utca
1980,Csévéző utca
0881,Csiki csárda
1880,Csiki csárda
1885,Csiki csárda
0880,Csiki csárda
1880,Csiki tanya
0880,Csiki tanya
1885,Csiki tanya
0881,Csiki tanya
0930,Csíky utca
1942,Csíky utca
1940,Csíky utca
0931,Csíky utca
1821,Csillag utca
1350,Csillag utca
1840,Csillag utca
1820,Csillag utca
6400,Csillaghegy
1340,Csillaghegy
6470,Csillaghegy
2190,Csillaghegy
1600,Csillaghegy
0920,Csinszka utca
0921,Csinszka utca
4838,Csobánc utca
4728,Csobánc utca
4830,Csobánc utca
4724,Csobánc utca
1700,Csobogós utca
2700,Csobogós utca
2240,Csobogós utca
1250,Csobogós utca
3560,Csóka utca
3470,Csóka utca
3490,Csóka utca
3190,Csóka utca
3198,Csóka utca
3498,Csóka utca
3480,Csóka utca
3410,Csóka utca
1750,Csókakő utca
1740,Csókakő utca
0300,Csokonai utca
2300,Csokonai utca
0301,Csokonai utca
1470,Csokonai utca
0944,Csolt utca
2945,Csolt utca
0945,Csolt utca
2944,Csolt utca
0895,Csolt utca
0550,Csolt utca
3560,Csonka János tér
3480,Csonka János tér
3410,Csonka János tér
3470,Csonka János tér
3190,Csonka János tér
3170,Csonka János tér
3478,Csonka János tér
1520,Csorbatói utca
0710,Csorbatói utca
1460,Csömöri út
0460,Csömöri út
1310,Csömöri út
1440,Csömöri út
1750,Csömöri út
0920,Csömöri út
0310,Csömöri út
1300,Csömöri út
2310,Csömöri út
0921,Csömöri út
0310,Csömöri út (Szlovák út)
1750,Csömöri út (Szlovák út)
0460,Csömöri út (Szlovák út)
1460,Csömöri út (Szlovák út)
1820,Csörötnek utca
1821,Csörötnek utca
1840,Csörötnek utca
3610,Csörsz utca
1390,Csörsz utca
2120,Csörsz utca
1400,Csörsz utca
3170,Csörsz utca
1401,Csörsz utca
0850,Csősztorony
1850,Csősztorony
2140,Csurgói út
1140,Csurgói út
0070,Csurgói út
2130,Csurgói út
0150,Dagály fürdő
1150,Dagály fürdő
4794,Dagály fürdő
3120,Dal utca
2700,Dal utca
1820,Dalmady Győző utca
1830,Dalmady Győző utca
2825,Dalmady Győző utca
2961,Damjanich János utca
1240,Damjanich János utca
2960,Damjanich János utca
0960,Damjanich János utca
1660,Damjanich utca
2544,Damjanich utca
0880,Damjanich utca
2660,Damjanich utca
0130,Damjanich utca
0131,Damjanich utca
1130,Damjanich utca
1131,Damjanich utca
0301,Damjanich utca / Dózsa György út
4700,Damjanich utca / Dózsa György út
4758,Damjanich utca / Dózsa György út
4794,Damjanich utca / Dózsa György út
4750,Damjanich utca / Dózsa György út
0300,Damjanich utca / Dózsa György út
2300,Damjanich utca / Dózsa György út
1550,Dániel út
1560,Dániel út
1390,Dayka Gábor utca
1400,Dayka Gábor utca
1500,Dayka Gábor utca
1401,Dayka Gábor utca
0530,Dayka Gábor utca
1085,Dayka Gábor utca
1540,Dayka Gábor utca
0160,Deák Ferenc tér
4734,Deák Ferenc tér
0090,Deák Ferenc tér
3498,Deák Ferenc tér
5200,Deák Ferenc tér
3478,Deák Ferenc tér
4728,Deák Ferenc tér
5100,Deák Ferenc tér
3470,Deák Ferenc tér
4724,Deák Ferenc tér
3490,Deák Ferenc tér
3480,Deák Ferenc tér
MP53,Deák Ferenc tér
1050,Deák Ferenc tér
0880,Deák Ferenc utca
1720,Deák Ferenc utca
1730,Deák Ferenc utca
2720,Deák Ferenc utca
0881,Deák Ferenc utca
2200,Deák Ferenc utca / Rózsa utca
0205,Deák Ferenc utca / Rózsa utca
1520,Deák tér
0710,Deák tér
2240,Deák utca
1250,Deák utca
0550,Debrecen utca
0540,Debrecen utca
1685,Dedics Ferenc utca
0460,Dedics Ferenc utca
1980,Dél-pesti autóbuszgarázs
0360,Dél-pesti autóbuszgarázs
1390,Déli pályaudvar
0210,Déli pályaudvar
1020,Déli pályaudvar
3170,Déli pályaudvar
3592,Déli pályaudvar
1401,Déli pályaudvar
0390,Déli pályaudvar
3560,Déli pályaudvar
5200,Déli pályaudvar
1400,Déli pályaudvar
3610,Déli pályaudvar
3598,Déli pályaudvar
3561,Déli pályaudvar
3591,Déli pályaudvar
35618,Déli pályaudvar
3590,Déli pályaudvar
0211,Déli pályaudvar
2360,Dembinszky utca
2361,Dembinszky utca
4740,Dembinszky utca
4750,Dembinszky utca
0301,Dembinszky utca
0300,Dembinszky utca
4758,Dembinszky utca
2300,Dembinszky utca
1365,Dembinszky utca
4794,Dembinszky utca
0221,Dénes utca
2220,Dénes utca
0220,Dénes utca
3148,Dévai utca
3140,Dévai utca
1980,Diadal utca
2765,Diadal utca
2765,Diadal utca (Tura utca)
0980,Diadal utca (Tura utca)
2234,Dinnyehegyi út
0350,Dinnyehegyi út
1231,Dinnyehegyi út
1350,Dinnyehegyi út
1230,Dinnyehegyi út
1740,Diófa utca
2440,Diófa utca
1310,Diófa utca
1440,Diófa utca
1460,Diófa utca
0460,Diófa utca
0310,Diófa utca
0130,"Diósd, Sashegyi út"
0880,"Diósd, Sashegyi út"
0131,"Diósd, Sashegyi út"
1130,"Diósd, Sashegyi út"
0131,"Diósd, törökbálinti elágazás"
0880,"Diósd, törökbálinti elágazás"
1130,"Diósd, törökbálinti elágazás"
0130,"Diósd, törökbálinti elágazás"
0880,Diósdi út
0881,Diósdi út
2720,Diósdi út
1130,Diósdi utca
0131,Diósdi utca
0880,Diósdi utca
0130,Diósdi utca
1170,Diósgyőri utca
2170,Diósgyőri utca
1510,Diósgyőri utca
2175,Diósgyőri utca
1402,Dióskert
1400,Dióskert
0450,Diósy Lajos utca
1460,Diósy Lajos utca
0460,Diósy Lajos utca
1160,Dísz tér
0160,Dísz tér
0161,Dísz tér
4734,Dob utca
4768,Dob utca
4760,Dob utca
0845,Dobó Katica utca
0844,Dobó Katica utca
2430,Doboz utca
1600,Doboz utca
1821,Dobozi utca
1820,Dobozi utca
2825,Dobozi utca
1840,Dobozi utca
1980,Dobozi utca
1830,Dobozi utca
2845,Dobozi utca
3240,Dologház utca
3024,Dologház utca
1950,Dombhát utca
1611,Dombhát utca
2620,Dombhát utca
1620,Dombhát utca
1621,Dombhát utca
0680,Dombhát utca
1610,Dombhát utca
0150,Dorottya utca (Vörösmarty tér)
1150,Dorottya utca (Vörösmarty tér)
3560,Dózsa György tér
35618,Dózsa György tér
3561,Dózsa György tér
0160,Dózsa György tér
1780,Dózsa György tér
0221,Dózsa György tér
0220,Dózsa György tér
1880,Dózsa György tér
1885,Dózsa György tér
0050,Dózsa György tér
4750,Dózsa György út
0330,Dózsa György út
4794,Dózsa György út
4758,Dózsa György út
1335,Dózsa György út
5300,Dózsa György út
0640,Dózsa György utca
0641,Dózsa György utca
1640,Dózsa György utca
35618,Döbrentei tér
3560,Döbrentei tér
3561,Döbrentei tér
0050,Döbrentei tér
1085,Döbrentei tér
0085,Döbrentei tér
1100,Döbrentei tér
1780,Döbrentei tér
1120,Döbrentei tér
0350,Dr. Koncz János tér
0360,Dr. Koncz János tér
4794,Dráva utca
4758,Dráva utca
1150,Dráva utca
0150,Dráva utca
4750,Dráva utca
1660,Duna utca
1790,Duna utca
2361,Duna utca
2660,Duna utca
2360,Duna utca
6200,Dunaharaszti felső
6210,Dunaharaszti felső
6230,Dunaharaszti felső
6210,Dunaharaszti külső
6200,Dunaharaszti külső
6230,Dunaharaszti külső
2792,Dunaharaszti utca
2802,Dunaharaszti utca
1261,Dunakeszi utca
1260,Dunakeszi utca
2960,Dunakeszi utca
1260,"Dunakeszi, Auchan áruház"
1040,"Dunakeszi, Auchan áruház"
0580,Duránci utca
1530,Duránci utca
2870,Dűlő út
0870,Dűlő út
2690,Ebergény utca
1695,Ebergény utca
5301,Ecseri út
1810,Ecseri út
3370,Ecseri út
3030,Ecseri út
2810,Ecseri út
MP53,Ecseri út
3428,Ecseri út
0090,Egészségház
3281,Egészségház
3280,Egészségház
3620,Egészségház
0460,Egészségház
0980,Egészségház
1765,EGIS Gyógyszergyár
0670,EGIS Gyógyszergyár
0078,EGIS Gyógyszergyár
2765,EGIS Gyógyszergyár
4770,Egressy tér
4778,Egressy tér
3620,Egressy tér
3428,Egressy tér
3030,Egressy tér
3621,Egressy tér
0320,Egressy tér
4758,Egressy út / Stefánia út
4750,Egressy út / Stefánia út
4778,Egressy út / Stefánia út
4770,Egressy út / Stefánia út
4770,Egressy út / Vezér utca
4778,Egressy út / Vezér utca
4820,Egressy út / Vezér utca
3410,Egressy út /ungária körút
3010,Egressy út /ungária körút
3014,Egressy út /ungária körút
4770,Egressy út /ungária körút
4778,Egressy út /ungária körút
1765,Egyenes utcai lakótelep
0450,Egyenes utcai lakótelep
2765,Egyenes utcai lakótelep
0440,Egyenes utcai lakótelep
1540,Egyetemváros - A38 hajóállomás
1530,Egyetemváros - A38 hajóállomás
3280,Eiffelűhelyház
0090,Eiffelűhelyház
3620,Eiffelűhelyház
3281,Eiffelűhelyház
0550,Eke utca
0895,Eke utca
0844,Eke utca
0540,Eke utca
0845,Eke utca
2945,Eke utca
2944,Eke utca
1200,Elem utca
1210,Elem utca
2620,Élessarok
3371,Élessarok
3281,Élessarok
3280,Élessarok
3620,Élessarok
1611,Élessarok
0850,Élessarok
3621,Élessarok
1610,Élessarok
1621,Élessarok
3030,Élessarok
3370,Élessarok
1620,Élessarok
3428,Élessarok
1685,Élessarok
3240,Elnök utca
3024,Elnök utca
3040,Elnök utca
3370,Elnök utca
0350,Előd utca
1350,Előd utca
1231,Előd utca
2234,Előd utca
0360,Előd utca
1230,Előd utca
2910,Endrődi Sándor utca
0910,Endrődi Sándor utca
3024,Eötvös tér
3028,Eötvös tér
3020,Eötvös tér
1250,Eötvös utca 74.
0250,Eötvös utca 74.
1230,Eperjes utca
1231,Eperjes utca
2234,Eperjes utca
1335,Építész utca
0330,Építész utca
0050,Epres sor
2240,Epres sor
3428,Epreserdő utca
3030,Epreserdő utca
3370,Epreserdő utca
0460,Erdei bekötőút
1460,Erdei bekötőút
0221,Erdő utca
1885,Erdő utca
0220,Erdő utca
1880,Erdő utca
2961,Erdőkerülő utca
1460,Erdőkerülő utca
1961,Erdőkerülő utca
2960,Erdőkerülő utca
0960,Erdőkerülő utca
2240,Erdőkerülő utca
0460,Erdőkerülő utca
1960,Erdőkerülő utca
1300,Erdőkerülő utca
0078,Erdőkerülő utca
2961,Erdőkerülő utca 27.
1460,Erdőkerülő utca 27.
2240,Erdőkerülő utca 27.
1960,Erdőkerülő utca 27.
0460,Erdőkerülő utca 27.
1961,Erdőkerülő utca 27.
2960,Erdőkerülő utca 27.
1300,Erdőkerülő utca 27.
0960,Erdőkerülő utca 27.
0078,Erdőkerülő utca 28.
1961,Erdőkerülő utca 28.
0960,Erdőkerülő utca 28.
1300,Erdőkerülő utca 28.
2961,Erdőkerülő utca 28.
1960,Erdőkerülő utca 28.
2960,Erdőkerülő utca 28.
0460,Erdőkerülő utca 28.
0205,Erdősor út
2960,Erdősor út
2961,Erdősor út
0380,Erdősor utca
2780,Erdősor utca
0381,Erdősor utca
1590,Erdősor utca
0895,Erdősor utca
2380,Erdősor utca
1380,Erdősor utca
1885,Erkel Ferenc utca
0220,Erkel Ferenc utca
2220,Erkel Ferenc utca
0221,Erkel Ferenc utca
3690,"Erzsébet királyné útja, aluljáró"
3014,"Erzsébet királyné útja, aluljáró"
4700,"Erzsébet királyné útja, aluljáró"
3698,"Erzsébet királyné útja, aluljáró"
0050,"Erzsébet királyné útja, aluljáró"
3030,"Erzsébet királyné útja, aluljáró"
3010,"Erzsébet királyné útja, aluljáró"
3410,"Erzsébet királyné útja, aluljáró"
1970,Erzsébet körút
1620,Erzsébet körút
2620,Erzsébet körút
0975,Erzsébet körút
1150,Erzsébet tér
0150,Erzsébet tér
1700,Erzsébet utca
0250,Erzsébet utca
1040,Erzsébet utca
1660,Erzsébet utca
1350,Erzsébet utca
1200,Erzsébet utca
1041,Erzsébet utca
2700,Erzsébet utca
2040,Erzsébet utca
2200,Erzsébet utca
0360,Erzsébeti temető
1350,Erzsébeti temető
1110,Eszter utca
0110,Eszter utca
3478,Etele út / Fehérvári út
3470,Etele út / Fehérvári út
3010,Etele út / Fehérvári út
1030,Etele út / Fehérvári út
3410,Etele út / Fehérvári út
3170,Etele út / Fehérvári út
3190,Etele út / Fehérvári út
3480,Etele út / Fehérvári út
3560,Etele út / Fehérvári út
1041,Európa Center
1040,Európa Center
1040,Ezred utca
1041,Ezred utca
1041,"Ezred utca, lakótelep"
1040,"Ezred utca, lakótelep"
1460,Farkashalom utca
0450,Farkashalom utca
0460,Farkashalom utca
1885,Farkashegyi repülőtér
1880,Farkashegyi repülőtér
3592,Farkasréti temető
3591,Farkasréti temető
0085,Farkasréti temető
3598,Farkasréti temető
3590,Farkasréti temető
1370,Farkastorki út
2370,Farkastorki út
0710,Fátra utca
1520,Fátra utca
1200,Fáy utca
2300,Fáy utca
0301,Fáy utca
0300,Fáy utca
2240,Fazekas sor
2250,Fazekas sor
1961,Fazekas sor
1960,Fazekas sor
2310,Fazekas sor
1110,Fazekas utca
0390,Fazekas utca
0110,Fazekas utca
2770,Fázis utca
2310,Fázis utca
2170,Fedezék utca
0930,Fedezék utca
0931,Fedezék utca
1980,Fedezék utca
2175,Fedezék utca
3370,Fegyvergyár utca
3510,Fegyvergyár utca
0850,Fehér úti ipari park
3030,Fehér úti ipari park
1610,Fehér úti ipari park
3621,Fehér úti ipari park
3620,Fehér úti ipari park
3428,Fehér úti ipari park
1611,Fehér úti ipari park
1400,Fehérló utca
2400,Fehérló utca
1085,Fehérló utca
1390,Fehérló utca
1401,Fehérló utca
1110,Felhévízi utca
0290,Felhévízi utca
0360,Felsőcsatári köz
0950,Felsőcsatári köz
2175,Felsőcsatári út
2170,Felsőcsatári út
0950,Felsőcsatári út
0985,Felsőcsatári út
2825,Felsőcsatári út
2005,Felsőcsatári út
1935,Felsőcsatári út
0980,Felsőcsatári út
2845,Felsőcsatári út
0881,Felsőhatár utca
0400,Felsőhatár utca
0880,Felsőhatár utca
1401,Felsőhatár utca
1400,Felsőhatár utca
2400,Felsőhatár utca
1880,Felsőhatár utca
0402,Felsőhatár utca
1750,Felsőmalom utca
1740,Felsőmalom utca
0680,Felüljáró
0850,Felüljáró
0980,Felüljáró
1510,Felüljáró
1510,Felüljáró (Gyömrői út)
0850,Felüljáró (Gyömrői út)
0985,Felüljáró (Gyömrői út)
0980,Felüljáró (Gyömrői út)
0680,Felüljáró (Gyömrői út)
1160,Fény utcai piac
1490,Fény utcai piac
0650,Fenyőgyöngye
0651,Fenyőgyöngye
4724,Ferdinánd híd (Izabella utca)
4734,Ferdinánd híd (Izabella utca)
4768,Ferdinánd híd (Izabella utca)
4760,Ferdinánd híd (Izabella utca)
4728,Ferdinánd híd (Izabella utca)
1100,Ferenciek tere
0150,Ferenciek tere
0070,Ferenciek tere
1335,Ferenciek tere
0050,Ferenciek tere
1085,Ferenciek tere
1120,Ferenciek tere
0085,Ferenciek tere
1150,Ferenciek tere
1780,Ferenciek tere
3024,Ferencváros vá. -álenkij Robot Eh.
3410,Ferencváros vá. -álenkij Robot Eh.
3020,Ferencváros vá. -álenkij Robot Eh.
3240,Ferencváros vá. -álenkij Robot Eh.
2810,Ferencváros vá. -álenkij Robot Eh.
3511,Ferencváros vá. -álenkij Robot Eh.
3010,Ferencváros vá. -álenkij Robot Eh.
3511,Ferencvárosi rendelőintézet
3040,Ferencvárosi rendelőintézet
3370,Ferencvárosi rendelőintézet
3510,Ferencvárosi rendelőintézet
2810,Ferencvárosi rendelőintézet
2660,Ferihegy vasútállomás
2360,Ferihegy vasútállomás
2005,Ferihegy vasútállomás
2361,Ferihegy vasútállomás
1660,Ferihegy vasútállomás
0460,Ferihegyi út
0980,Ferihegyi út
0990,Fertő utca / Bihari utca
3370,Fertő utca / Bihari utca
3030,Fertő utca / Bihari utca
3428,Fertő utca / Bihari utca
0660,Festékgyár
0662,Festékgyár
1660,Festékgyár
0665,Festékgyár
1550,Fészek utca
1560,Fészek utca
3014,Fiastyúk utca
1200,Fiastyúk utca
1050,Fiastyúk utca
3410,Fiastyúk utca
3170,Fiastyúk utca
0150,Fiastyúk utca
3140,Fiastyúk utca
3010,Fiastyúk utca
3148,Fiastyúk utca
0360,Fiatalság utca
2361,Fiatalság utca
1944,Fiatalság utca
1365,Fiatalság utca
2360,Fiatalság utca
6400,Filatorigát
6470,Filatorigát
1310,Fischer István utca
4810,Fischer István utca
4800,Fischer István utca
2310,Fischer István utca
4801,Fischer István utca
1440,Fischer István utca
1300,Fischer István utca
4808,Fischer István utca
2180,Flórián tér
1090,Flórián tér
0290,Flórián tér
1110,Flórián tér
3014,Flórián tér
3410,Flórián tér
2370,Flórián tér
1060,Flórián tér
3010,Flórián tér
1370,Flórián tér
0340,Flórián tér
1340,Flórián tér
1180,Flórián tér
3170,Flórián tér
0090,Flórián tér
2310,Fogarasi út
4820,Fogarasi út
0310,Fogarasi út
1440,Fogarasi út
1310,Fogarasi út
0651,Folyondár utca
1650,Folyondár utca
0650,Folyondár utca
0651,Folyondár utca (Szépvölgyi út)
1650,Folyondár utca (Szépvölgyi út)
0650,Folyondár utca (Szépvölgyi út)
2140,Fonyód utca
3010,Fonyód utca
3480,Fonyód utca
2130,Fonyód utca
3170,Fonyód utca
3190,Fonyód utca
3560,Fonyód utca
3410,Fonyód utca
1140,Fonyód utca
3478,Fonyód utca
3470,Fonyód utca
0320,Forgách utca
5300,Forgách utca
2190,Forrásliget lakópark
1600,Forrásliget lakópark
1041,Fóti út
2200,Fóti út
1040,Fóti út
2040,Fóti út
0085,Fő tér
2960,Fő tér
1460,Fő tér
2961,Fő tér
3698,Fő tér
0078,Fő tér
0960,Fő tér
3690,Fő tér
2240,Fő tér
1300,Fő tér
0460,Fő tér
0075,Fő tér
1960,Fő tér
1335,Fő tér
0070,Fő tér
1961,Fő tér
1085,Fő tér
2700,Fő út
0960,Fő út
2960,Fő út
2250,Fő út
2961,Fő út
3120,Fő út
1240,Fő út
3508,Fő utca
3500,Fő utca
0931,Fő utca
0930,Fő utca
0550,Földváry utca
0230,Földváry utca
0540,Földváry utca
3024,Fővám tér
3478,Fővám tér
3480,Fővám tér
0150,Fővám tér
3490,Fővám tér
3020,Fővám tér
3470,Fővám tér
4838,Fővám tér
3028,Fővám tér
1150,Fővám tér
5400,Fővám tér
4830,Fővám tér
3498,Fővám tér
2802,Föveny utca
2792,Föveny utca
3170,Frangepán utca
0980,Frangepán utca
3014,Frangepán utca
1980,Frangepán utca
0320,Frangepán utca
1200,Frangepán utca
1050,Frangepán utca
3010,Frangepán utca
3410,Frangepán utca
0985,Frangepán utca
3520,Frangepán utca
3148,Frangepán utca
3140,Frangepán utca
0085,Frankhegy utca
1390,Frankhegy utca
1085,Frankhegy utca
1810,Friss utca
2810,Friss utca
2300,Futár utca
0300,Futár utca
0301,Futár utca
0205,Futár utca
2440,Futórózsa utca
0440,Futórózsa utca
0920,Fuvallat utca
0440,Fuvallat utca
0921,Fuvallat utca
1110,Füge utca
0110,Füge utca
2810,Füleki utca
1810,Füleki utca
2120,Fülemile út
0210,Fülemile út
0211,Fülemile út
2310,Füredi utca
1440,Füredi utca
4820,Füredi utca
1310,Füredi utca
4810,Füredi utca / Ond vezér útja
4808,Füredi utca / Ond vezér útja
4800,Füredi utca / Ond vezér útja
4810,Füredi utca / Szentmihályi út
4800,Füredi utca / Szentmihályi út
4808,Füredi utca / Szentmihályi út
3690,Fűrész utca
1240,Fűrész utca
1250,Fűrész utca
0050,Fűrész utca
3621,Fűrész utca
2770,Fűrész utca
3620,Fűrész utca
0250,Fűrész utca
3698,Fűrész utca
0670,Füstifecske utca
1980,Füstifecske utca
1490,Gábor Áron utca
0910,Gábor Áron utca
2910,Gábor Áron utca
0090,Galagonya utca
1090,Galagonya utca
1110,Galagonya utca
2510,Galamb utca
2411,Galamb utca
2511,Galamb utca
2410,Galamb utca
0211,Galántai utca
0210,Galántai utca
2120,Galántai utca
2660,"Ganztelep,ednyánszky utca"
2360,"Ganztelep,ednyánszky utca"
1935,"Ganztelep,ednyánszky utca"
2361,"Ganztelep,ednyánszky utca"
1940,Garázs utca
1990,Garázs utca
1942,Garázs utca
2170,Gárdonyi Géza utca
1830,Gárdonyi Géza utca
2175,Gárdonyi Géza utca
0931,Gárdonyi Géza utca
0130,Gárdonyi Géza utca
1470,Gárdonyi Géza utca
0930,Gárdonyi Géza utca
3190,Gárdonyi tér
3478,Gárdonyi tér
3490,Gárdonyi tér
3560,Gárdonyi tér
3470,Gárdonyi tér
3410,Gárdonyi tér
35618,Gárdonyi tér
3498,Gárdonyi tér
0070,Gárdonyi tér
3170,Gárdonyi tér
3198,Gárdonyi tér
3561,Gárdonyi tér
3480,Gárdonyi tér
2380,Gát utca
2790,Gát utca
0381,Gát utca
2800,Gát utca
0380,Gát utca
2792,Gát utca
2802,Gát utca
1390,Gazdagréti tér
1540,Gazdagréti tér
1085,Gazdagréti tér
1530,Gazdagréti tér
0085,Gazdagréti tér
1400,Gazdagréti út
0400,Gazdagréti út
1540,Gazdagréti út
0870,Gazdagréti út
0085,Gazdagréti út
0880,Gazdagréti út
0402,Gazdagréti út
1401,Gazdagréti út
1085,Gazdagréti út
1530,Gazdagréti út
0881,Gazdagréti út
1390,Gazdagréti út
2400,Gazdagréti út
1880,Gazdagréti út
0921,Georgina utca
1460,Georgina utca
0460,Georgina utca
0920,Georgina utca
0450,Georgina utca
1530,Gépész utca
0580,Gépész utca
0670,Gépmadár park
0450,Gépmadár park
1170,Gergely utca
2170,Gergely utca
0680,Gergely utca (Sibrikiklós út)
0850,Gergely utca (Sibrikiklós út)
2170,Gergely utca (Sibrikiklós út)
1170,Gergely utca (Sibrikiklós út)
3120,Géza fejedelem tér
2700,Géza fejedelem tér
0460,Gida utca
0440,Gida utca
1460,Gida utca
0078,Gida utca
2825,Gilice tér
1830,Gilice tér
1820,Gilice tér
1880,Gimnázium
1885,Gimnázium
1401,Gimnázium
1260,Gimnázium
0880,Gimnázium
0405,Gimnázium
1400,Gimnázium
2400,Gimnázium
2870,Gimnázium
0400,Gimnázium
1261,Gimnázium
0881,Gimnázium
2960,Gimnázium
3281,Gitár utca
3370,Gitár utca
3280,Gitár utca
0150,Gogol utca
1150,Gogol utca
3040,Golgota tér
3240,Golgota tér
3370,Golgota tér
0990,Golgota tér
3024,Golgota tér
0540,Gomb utca
0550,Gomb utca
1942,Goroszló utca
1944,Goroszló utca
1940,Goroszló utca
3014,Göncz Árpád városközpont
1200,Göncz Árpád városközpont
1150,Göncz Árpád városközpont
3170,Göncz Árpád városközpont
1060,Göncz Árpád városközpont
0320,Göncz Árpád városközpont
0340,Göncz Árpád városközpont
0260,Göncz Árpád városközpont
3410,Göncz Árpád városközpont
5300,Göncz Árpád városközpont
3010,Göncz Árpád városközpont
1520,Görgey Artúr tér
0710,Görgey Artúr tér
1520,Görögkatolikus templom
0710,Görögkatolikus templom
0680,Gőzmozdony utca
0850,Gőzmozdony utca
1765,Gőzös utca
1980,Gőzös utca
1950,Gránátos utca
0680,Gránátos utca
0540,Gubacsi út
0550,Gubacsi út
1190,Gubacsi út /atár út
0235,Gubacsi út /atár út
3370,Gubacsi út /atár út
1660,Gubacsi út /atár út
3030,Gubacsi út /atár út
3510,Gubacsi út /atár út
2430,Gulácsy Lajos utca
1600,Gulácsy Lajos utca
4801,Gumigyár
4800,Gumigyár
4808,Gumigyár
4758,Gumigyár
4778,Gumigyár
0078,Gusztáv utca
1310,Gusztáv utca
1750,Gusztáv utca
0460,Gusztáv utca
1300,Gusztáv utca
4778,Gvadányi utca
4770,Gvadányi utca
2770,Gyakorló köz
0670,Gyakorló köz
2945,Gyál felső vasútállomás
0550,Gyál felső vasútállomás
0945,Gyál felső vasútállomás
0895,Gyál felső vasútállomás
2944,Gyál felső vasútállomás
0944,Gyál felső vasútállomás
0845,"Gyál, Ady Endre utca"
0844,"Gyál, Ady Endre utca"
0845,"Gyál, Deák Ferenc utca"
0844,"Gyál, Deák Ferenc utca"
2945,"Gyál, Vecsési út"
0945,"Gyál, Vecsési út"
0944,"Gyál, Vecsési út"
0550,"Gyál, Vecsési út"
2944,"Gyál, Vecsési út"
0540,Gyáli út
2810,Gyáli út
0550,Gyáli út
1810,Gyáli út
0130,Gyár utca
1885,Gyár utca
0880,Gyár utca
0881,Gyár utca
1880,Gyár utca
2825,Gyékény tér
1820,Gyékény tér
1935,Gyergyó utca
2660,Gyergyó utca
2360,Gyergyó utca
2361,Gyergyó utca
1170,Gyógyszergyár
2175,Gyógyszergyár
1510,Gyógyszergyár
1885,Gyógyszertár
0221,Gyógyszertár
2220,Gyógyszertár
0220,Gyógyszertár
0980,Gyömrői út
0985,Gyömrői út
1980,Gyömrői út
2170,Gyömrői út
2175,Gyömrői út 105.
0980,Gyömrői út 105.
2170,Gyömrői út 105.
0985,Gyömrői út 132.
2175,Gyömrői út 132.
2170,Gyömrői út 132.
0980,Gyömrői út 132.
2175,Gyömrői út 156.
0985,Gyömrői út 156.
0980,Gyömrői út 156.
2170,Gyömrői út 156.
5300,Gyöngyösi utca
3140,Gyöngyösi utca
0150,Gyöngyösi utca
3170,Gyöngyösi utca
3010,Gyöngyösi utca
3148,Gyöngyösi utca
3410,Gyöngyösi utca
3014,Gyöngyösi utca
0300,Gyöngyösi utca
1200,Gyöngyösi utca
2300,Gyöngyösi utca
1050,Gyöngyösi utca
0301,Gyöngyösi utca
0460,Gyöngytyúk utca
2765,Gyöngytyúk utca
1765,Gyöngytyúk utca
1440,György utca
1300,György utca
0310,György utca
0078,György utca
0460,György utca
1750,György utca
0980,Gyula utca
2170,Gyula utca
1012,Gyula vezér út
1015,Gyula vezér út
2960,Hajló utca
1260,Hajló utca
0205,Hajló utca
2961,Hajló utca
1261,Hajló utca
1530,Hajtány sor
0580,Hajtány sor
0670,Halas utca
2770,Halas utca
3190,Halász utca
3410,Halász utca
3198,Halász utca
0540,Haller utca / Soroksári út
2234,Haller utca / Soroksári út
0230,Haller utca / Soroksári út
3240,Haller utca / Soroksári út
3024,Haller utca / Soroksári út
