service_id,date,exception_type
C18112APPMAA-081,20210122,1
C18112APPMAA-081,20210129,1
C18113AHCCsZ-051,20201214,1
C18113AHCCsZ-051,20201215,1
C18113AHCCsZ-051,20201216,1
C18113AHCCsZ-051,20201217,1
C18113AHCCsZ-051,20210104,1
C18113AHCCsZ-051,20210105,1
C18113AHCCsZ-051,20210106,1
C18113AHCCsZ-051,20210107,1
C18113AHCCsZ-051,20210111,1
C18113AHCCsZ-051,20210112,1
C18113AHCCsZ-051,20210113,1
C18113AHCCsZ-051,20210114,1
C18113AHCCsZ-051,20210118,1
C18113AHCCsZ-051,20210119,1
C18113AHCCsZ-051,20210120,1
C18113AHCCsZ-051,20210121,1
C18113AHCCsZ-051,20210125,1
C18113AHCCsZ-051,20210126,1
C18113AHCCsZ-051,20210127,1
C18113AHCCsZ-051,20210128,1
C18113AHCCsZ-051,20210201,1
C18114K1HCMAA-071,20201221,1
C18114K1HCMAA-071,20201222,1
C18115K1PPMAA-071,20201223,1
C18117APPCsZ-051,20201218,1
C18117APPCsZ-051,20210108,1
C18117APPCsZ-051,20210115,1
C18117APPCsZ-051,20210122,1
C18117APPCsZ-051,20210129,1
C18168ASZBR-0011,20201219,1
C18168ASZBR-0011,20201224,1
C18168ASZBR-0011,20210102,1
C18168ASZBR-0011,20210109,1
C18168ASZBR-0011,20210116,1
C18168ASZBR-0011,20210123,1
C18168ASZBR-0011,20210130,1
C18179AVVBR-0011,20201213,1
C18179AVVBR-0011,20201220,1
C18179AVVBR-0011,20201225,1
C18179AVVBR-0011,20201226,1
C18179AVVBR-0011,20201227,1
C18179AVVBR-0011,20210101,1
C18179AVVBR-0011,20210103,1
C18179AVVBR-0011,20210110,1
C18179AVVBR-0011,20210117,1
C18179AVVBR-0011,20210124,1
C18179AVVBR-0011,20210131,1
C18315AHPCsZ-011,20201214,1
C18315AHPCsZ-011,20201215,1
C18315AHPCsZ-011,20201216,1
C18315AHPCsZ-011,20201217,1
C18315AHPCsZ-011,20201218,1
C18315AHPCsZ-011,20201221,1
C18315AHPCsZ-011,20201222,1
C18315AHPCsZ-011,20201223,1
C18359RA7SZIGy-011,20201219,1
C18359RA7SZIGy-011,20210102,1
C18359RA7SZIGy-011,20210109,1
C18359RA7SZIGy-011,20210116,1
C18359RA7SZIGy-011,20210123,1
C18359RA7SZIGy-011,20210130,1
C18361RA7VVIGy-011,20201213,1
C18361RA7VVIGy-011,20201220,1
C18361RA7VVIGy-011,20201225,1
C18361RA7VVIGy-011,20201226,1
C18361RA7VVIGy-011,20201227,1
C18361RA7VVIGy-011,20210101,1
C18361RA7VVIGy-011,20210103,1
C18361RA7VVIGy-011,20210110,1
C18361RA7VVIGy-011,20210117,1
C18361RA7VVIGy-011,20210124,1
C18361RA7VVIGy-011,20210131,1
C18397ASZFS-0051,20201219,1
C18397ASZFS-0051,20210102,1
C18397ASZFS-0051,20210109,1
C18397ASZFS-0051,20210116,1
C18397ASZFS-0051,20210123,1
C18397ASZFS-0051,20210130,1
C18398AVVFS-0051,20201213,1
C18398AVVFS-0051,20201220,1
C18398AVVFS-0051,20201225,1
C18398AVVFS-0051,20201226,1
C18398AVVFS-0051,20201227,1
C18398AVVFS-0051,20210101,1
C18398AVVFS-0051,20210103,1
C18398AVVFS-0051,20210110,1
C18398AVVFS-0051,20210117,1
C18398AVVFS-0051,20210124,1
C18398AVVFS-0051,20210131,1
C18417ASZFS-0071,20201219,1
C18417ASZFS-0071,20210102,1
C18417ASZFS-0071,20210109,1
C18417ASZFS-0071,20210116,1
C18417ASZFS-0071,20210123,1
C18417ASZFS-0071,20210130,1
C18515ASZYM-0011,20201219,1
C18515ASZYM-0011,20210102,1
C18515ASZYM-0011,20210109,1
C18515ASZYM-0011,20210116,1
C18515ASZYM-0011,20210123,1
C18515ASZYM-0011,20210130,1
C18519AVVYM-0011,20201213,1
C18519AVVYM-0011,20201220,1
C18519AVVYM-0011,20201225,1
C18519AVVYM-0011,20201226,1
C18519AVVYM-0011,20201227,1
C18519AVVYM-0011,20210101,1
C18519AVVYM-0011,20210103,1
C18519AVVYM-0011,20210110,1
C18519AVVYM-0011,20210117,1
C18519AVVYM-0011,20210124,1
C18519AVVYM-0011,20210131,1
C18571ÜNVVSzN-011,20201225,1
C18571ÜNVVSzN-011,20201226,1
C18571ÜNVVSzN-011,20210101,1
C18585AHPRM-0021,20201214,1
C18585AHPRM-0021,20201215,1
C18585AHPRM-0021,20201216,1
C18585AHPRM-0021,20201217,1
C18585AHPRM-0021,20201218,1
C18585AHPRM-0021,20210104,1
C18585AHPRM-0021,20210105,1
C18585AHPRM-0021,20210106,1
C18585AHPRM-0021,20210107,1
C18585AHPRM-0021,20210108,1
C18585AHPRM-0021,20210111,1
C18585AHPRM-0021,20210112,1
C18585AHPRM-0021,20210113,1
C18585AHPRM-0021,20210114,1
C18585AHPRM-0021,20210115,1
C18585AHPRM-0021,20210118,1
C18585AHPRM-0021,20210119,1
C18585AHPRM-0021,20210120,1
C18585AHPRM-0021,20210121,1
C18585AHPRM-0021,20210122,1
C18585AHPRM-0021,20210125,1
C18585AHPRM-0021,20210126,1
C18585AHPRM-0021,20210127,1
C18585AHPRM-0021,20210128,1
C18585AHPRM-0021,20210129,1
C18585AHPRM-0021,20210201,1
C18723ASVKG-1021,20201213,1
C18723ASVKG-1021,20201219,1
C18723ASVKG-1021,20201220,1
C18723ASVKG-1021,20201225,1
C18723ASVKG-1021,20201226,1
C18723ASVKG-1021,20201227,1
C18723ASVKG-1021,20210101,1
C18723ASVKG-1021,20210102,1
C18723ASVKG-1021,20210103,1
C18723ASVKG-1021,20210109,1
C18723ASVKG-1021,20210110,1
C18723ASVKG-1021,20210116,1
C18723ASVKG-1021,20210117,1
C18723ASVKG-1021,20210123,1
C18723ASVKG-1021,20210124,1
C18723ASVKG-1021,20210130,1
C18723ASVKG-1021,20210131,1
C18826K1HPIGy-061,20201221,1
C18826K1HPIGy-061,20201222,1
C18826K1HPIGy-061,20201223,1
C18843K1HCMAA-071,20201221,1
C18843K1HCMAA-071,20201222,1
C18964RAAPPLE-0011,20201218,1
C19065K1HPYM-0011,20201221,1
C19065K1HPYM-0011,20201222,1
C19065K1HPYM-0011,20201223,1
C19067RA1HCMAA-011,20201214,1
C19067RA1HCMAA-011,20201215,1
C19067RA1HCMAA-011,20201216,1
C19067RA1HCMAA-011,20201217,1
C19115ASZHB-0031,20201219,1
C19115ASZHB-0031,20201224,1
C19115ASZHB-0031,20210109,1
C19115ASZHB-0031,20210116,1
C19115ASZHB-0031,20210123,1
C19115ASZHB-0031,20210130,1
C19138K1HCMAA-051,20201221,1
C19138K1HCMAA-051,20201222,1
C19154K1HPMAA-091,20201221,1
C19154K1HPMAA-091,20201222,1
C19154K1HPMAA-091,20201223,1
C19166K1HPBA-0021,20201221,1
C19166K1HPBA-0021,20201222,1
C19166K1HPBA-0021,20201223,1
C19167K1PPMAA-051,20201223,1
C19169AVVFS-0051,20201225,1
C19169AVVFS-0051,20201226,1
C19169AVVFS-0051,20201227,1
C19169AVVFS-0051,20210101,1
C19169AVVFS-0051,20210103,1
C19169AVVFS-0051,20210110,1
C19169AVVFS-0051,20210117,1
C19169AVVFS-0051,20210124,1
C19169AVVFS-0051,20210131,1
C19220ASZMAA-091,20201219,1
C19221AVVMAA-091,20201225,1
C19221AVVMAA-091,20201226,1
C19221AVVMAA-091,20201227,1
C19221AVVMAA-091,20210101,1
C19237AHPSzL-011,20201214,1
C19237AHPSzL-011,20201215,1
C19237AHPSzL-011,20201216,1
C19237AHPSzL-011,20201217,1
C19237AHPSzL-011,20201218,1
C19237AHPSzL-011,20210104,1
C19237AHPSzL-011,20210105,1
C19237AHPSzL-011,20210106,1
C19237AHPSzL-011,20210107,1
C19237AHPSzL-011,20210108,1
C19237AHPSzL-011,20210111,1
C19237AHPSzL-011,20210112,1
C19237AHPSzL-011,20210113,1
C19237AHPSzL-011,20210114,1
C19237AHPSzL-011,20210115,1
C19237AHPSzL-011,20210118,1
C19237AHPSzL-011,20210119,1
C19237AHPSzL-011,20210120,1
C19237AHPSzL-011,20210121,1
C19237AHPSzL-011,20210122,1
C19237AHPSzL-011,20210125,1
C19237AHPSzL-011,20210126,1
C19237AHPSzL-011,20210127,1
C19237AHPSzL-011,20210128,1
C19237AHPSzL-011,20210129,1
C19237AHPSzL-011,20210201,1
C19238AHPSzN-011,20201214,1
C19238AHPSzN-011,20201215,1
C19238AHPSzN-011,20201216,1
C19238AHPSzN-011,20201217,1
C19238AHPSzN-011,20201218,1
C19238AHPSzN-011,20210104,1
C19238AHPSzN-011,20210105,1
C19238AHPSzN-011,20210106,1
C19238AHPSzN-011,20210107,1
C19238AHPSzN-011,20210108,1
C19238AHPSzN-011,20210111,1
C19238AHPSzN-011,20210112,1
C19238AHPSzN-011,20210113,1
C19238AHPSzN-011,20210114,1
C19238AHPSzN-011,20210115,1
C19238AHPSzN-011,20210118,1
C19238AHPSzN-011,20210119,1
C19238AHPSzN-011,20210120,1
C19238AHPSzN-011,20210121,1
C19238AHPSzN-011,20210122,1
C19238AHPSzN-011,20210125,1
C19238AHPSzN-011,20210126,1
C19238AHPSzN-011,20210127,1
C19238AHPSzN-011,20210128,1
C19238AHPSzN-011,20210129,1
C19238AHPSzN-011,20210201,1
C19272ASZMAA-081,20201219,1
C19272ASZMAA-081,20201224,1
C19272ASZMAA-081,20210102,1
C19272ASZMAA-081,20210109,1
C19272ASZMAA-081,20210116,1
C19272ASZMAA-081,20210123,1
C19272ASZMAA-081,20210130,1
C19305AHCKB-0011,20201214,1
C19305AHCKB-0011,20201215,1
C19305AHCKB-0011,20201216,1
C19305AHCKB-0011,20201217,1
C19305AHCKB-0011,20210104,1
C19305AHCKB-0011,20210105,1
C19305AHCKB-0011,20210106,1
C19305AHCKB-0011,20210107,1
C19305AHCKB-0011,20210111,1
C19305AHCKB-0011,20210112,1
C19305AHCKB-0011,20210113,1
C19305AHCKB-0011,20210114,1
C19305AHCKB-0011,20210118,1
C19305AHCKB-0011,20210119,1
C19305AHCKB-0011,20210120,1
C19305AHCKB-0011,20210121,1
C19305AHCKB-0011,20210125,1
C19305AHCKB-0011,20210126,1
C19305AHCKB-0011,20210127,1
C19305AHCKB-0011,20210128,1
C19305AHCKB-0011,20210201,1
C19308APPKB-0011,20201218,1
C19308APPKB-0011,20210108,1
C19308APPKB-0011,20210115,1
C19308APPKB-0011,20210122,1
C19308APPKB-0011,20210129,1
C19310K1HCPER011,20201221,1
C19310K1HCPER011,20201222,1
C19315K1PPPER011,20201223,1
C19325AHCYM-0011,20201214,1
C19325AHCYM-0011,20201215,1
C19325AHCYM-0011,20201216,1
C19325AHCYM-0011,20201217,1
C19325AHCYM-0011,20210104,1
C19325AHCYM-0011,20210105,1
C19325AHCYM-0011,20210106,1
C19325AHCYM-0011,20210107,1
C19325AHCYM-0011,20210111,1
C19325AHCYM-0011,20210112,1
C19325AHCYM-0011,20210113,1
C19325AHCYM-0011,20210114,1
C19325AHCYM-0011,20210118,1
C19325AHCYM-0011,20210119,1
C19325AHCYM-0011,20210120,1
C19325AHCYM-0011,20210121,1
C19325AHCYM-0011,20210125,1
C19325AHCYM-0011,20210126,1
C19325AHCYM-0011,20210127,1
C19325AHCYM-0011,20210128,1
C19325AHCYM-0011,20210201,1
C19326ASZVK-0011,20210102,1
C19326ASZVK-0011,20210109,1
C19326ASZVK-0011,20210116,1
C19326ASZVK-0011,20210123,1
C19326ASZVK-0011,20210130,1
C19328AVVVK-0011,20210101,1
C19328AVVVK-0011,20210103,1
C19328AVVVK-0011,20210110,1
C19328AVVVK-0011,20210117,1
C19328AVVVK-0011,20210124,1
C19328AVVVK-0011,20210131,1
C19330APPYM-0011,20201218,1
C19330APPYM-0011,20210108,1
C19330APPYM-0011,20210115,1
C19330APPYM-0011,20210122,1
C19330APPYM-0011,20210129,1
C19332K1HPSZB-011,20201221,1
C19332K1HPSZB-011,20201222,1
C19332K1HPSZB-011,20201223,1
C19332K1HPSZB-011,20201228,1
C19332K1HPSZB-011,20201229,1
C19332K1HPSZB-011,20201230,1
C19332K1HPSZB-011,20201231,1
C19336ASZKG-1021,20201219,1
C19336ASZKG-1021,20210102,1
C19336ASZKG-1021,20210109,1
C19336ASZKG-1021,20210116,1
C19336ASZKG-1021,20210123,1
C19336ASZKG-1021,20210130,1
C19337AVVKG-1021,20201213,1
C19337AVVKG-1021,20201220,1
C19337AVVKG-1021,20201225,1
C19337AVVKG-1021,20201226,1
C19337AVVKG-1021,20201227,1
C19337AVVKG-1021,20210101,1
C19337AVVKG-1021,20210103,1
C19337AVVKG-1021,20210110,1
C19337AVVKG-1021,20210117,1
C19337AVVKG-1021,20210124,1
C19337AVVKG-1021,20210131,1
C19343K1HCVK-0011,20201221,1
C19343K1HCVK-0011,20201222,1
C19346K1PPVK-0011,20201223,1
C19383AHPKG-1021,20201214,1
C19383AHPKG-1021,20201215,1
C19383AHPKG-1021,20201216,1
C19383AHPKG-1021,20201217,1
C19383AHPKG-1021,20201218,1
C19383AHPKG-1021,20210104,1
C19383AHPKG-1021,20210105,1
C19383AHPKG-1021,20210106,1
C19383AHPKG-1021,20210107,1
C19383AHPKG-1021,20210108,1
C19383AHPKG-1021,20210111,1
C19383AHPKG-1021,20210112,1
C19383AHPKG-1021,20210113,1
C19383AHPKG-1021,20210114,1
C19383AHPKG-1021,20210115,1
C19383AHPKG-1021,20210118,1
C19383AHPKG-1021,20210119,1
C19383AHPKG-1021,20210120,1
C19383AHPKG-1021,20210121,1
C19383AHPKG-1021,20210122,1
C19383AHPKG-1021,20210125,1
C19383AHPKG-1021,20210126,1
C19383AHPKG-1021,20210127,1
C19383AHPKG-1021,20210128,1
C19383AHPKG-1021,20210129,1
C19383AHPKG-1021,20210201,1
C19386AHCCsZ-011,20201214,1
C19386AHCCsZ-011,20201215,1
C19386AHCCsZ-011,20201216,1
C19386AHCCsZ-011,20201217,1
C19386AHCCsZ-011,20210104,1
C19386AHCCsZ-011,20210105,1
C19386AHCCsZ-011,20210106,1
C19386AHCCsZ-011,20210107,1
C19399ASZYM-0011,20201219,1
C19399ASZYM-0011,20210102,1
C19399ASZYM-0011,20210109,1
C19399ASZYM-0011,20210116,1
C19399ASZYM-0011,20210123,1
C19399ASZYM-0011,20210130,1
C19401AVVYM-0011,20201213,1
C19401AVVYM-0011,20201220,1
C19401AVVYM-0011,20201225,1
C19401AVVYM-0011,20201226,1
C19401AVVYM-0011,20201227,1
C19401AVVYM-0011,20210101,1
C19401AVVYM-0011,20210103,1
C19401AVVYM-0011,20210110,1
C19401AVVYM-0011,20210117,1
C19401AVVYM-0011,20210124,1
C19401AVVYM-0011,20210131,1
C19444AHPLA-0051,20201214,1
C19444AHPLA-0051,20201215,1
C19444AHPLA-0051,20201216,1
C19444AHPLA-0051,20201217,1
C19444AHPLA-0051,20201218,1
C19444AHPLA-0051,20210104,1
C19444AHPLA-0051,20210105,1
C19444AHPLA-0051,20210106,1
C19444AHPLA-0051,20210107,1
C19444AHPLA-0051,20210108,1
C19444AHPLA-0051,20210111,1
C19444AHPLA-0051,20210112,1
C19444AHPLA-0051,20210113,1
C19444AHPLA-0051,20210114,1
C19444AHPLA-0051,20210115,1
C19444AHPLA-0051,20210118,1
C19444AHPLA-0051,20210119,1
C19444AHPLA-0051,20210120,1
C19444AHPLA-0051,20210121,1
C19444AHPLA-0051,20210122,1
C19444AHPLA-0051,20210125,1
C19444AHPLA-0051,20210126,1
C19444AHPLA-0051,20210127,1
C19444AHPLA-0051,20210128,1
C19444AHPLA-0051,20210129,1
C19444AHPLA-0051,20210201,1
C19451APPCsZ-011,20201218,1
C19451APPCsZ-011,20210108,1
C19455ASZFS-0051,20201219,1
C19455ASZFS-0051,20210102,1
C19455ASZFS-0051,20210109,1
C19455ASZFS-0051,20210116,1
C19455ASZFS-0051,20210123,1
C19455ASZFS-0051,20210130,1
C19457AVVIGy-061,20201213,1
C19457AVVIGy-061,20201220,1
C19457AVVIGy-061,20201225,1
C19457AVVIGy-061,20201226,1
C19457AVVIGy-061,20201227,1
C19457AVVIGy-061,20210101,1
C19457AVVIGy-061,20210103,1
C19457AVVIGy-061,20210110,1
C19457AVVIGy-061,20210117,1
C19457AVVIGy-061,20210124,1
C19457AVVIGy-061,20210131,1
C19473K1HPKG-1021,20201221,1
C19473K1HPKG-1021,20201222,1
C19473K1HPKG-1021,20201223,1
C19525K1HPBR-0011,20201221,1
C19525K1HPBR-0011,20201222,1
C19525K1HPBR-0011,20201223,1
C19583ÜNVVMAA-011,20201225,1
C19583ÜNVVMAA-011,20201226,1
C19583ÜNVVMAA-011,20210101,1
C19655K1HPKG-1021,20201221,1
C19655K1HPKG-1021,20201222,1
C19655K1HPKG-1021,20201223,1
C19660AHCSZL-011,20201214,1
C19660AHCSZL-011,20201215,1
C19660AHCSZL-011,20201216,1
C19660AHCSZL-011,20201217,1
C19660AHCSZL-011,20210104,1
C19660AHCSZL-011,20210105,1
C19660AHCSZL-011,20210106,1
C19660AHCSZL-011,20210107,1
C19660AHCSZL-011,20210111,1
C19660AHCSZL-011,20210112,1
C19660AHCSZL-011,20210113,1
C19660AHCSZL-011,20210114,1
C19660AHCSZL-011,20210118,1
C19660AHCSZL-011,20210119,1
C19660AHCSZL-011,20210120,1
C19660AHCSZL-011,20210121,1
C19660AHCSZL-011,20210125,1
C19660AHCSZL-011,20210126,1
C19660AHCSZL-011,20210127,1
C19660AHCSZL-011,20210128,1
C19660AHCSZL-011,20210201,1
C19676K1HPpgy-021,20201221,1
C19676K1HPpgy-021,20201222,1
C19676K1HPpgy-021,20201223,1
C19722APPSZL-011,20201218,1
C19722APPSZL-011,20210101,1
C19722APPSZL-011,20210108,1
C19722APPSZL-011,20210115,1
C19722APPSZL-011,20210122,1
C19722APPSZL-011,20210129,1
C19733RA1HCYM-0011,20201214,1
C19733RA1HCYM-0011,20201215,1
C19733RA1HCYM-0011,20201216,1
C19733RA1HCYM-0011,20201217,1
C19734RA1PPYM-0011,20201218,1
C19747K1HCSZL-011,20201221,1
C19747K1HCSZL-011,20201222,1
C19820K1PPSZL-011,20201223,1
C19844AHPIGy-021,20201214,1
C19844AHPIGy-021,20201215,1
C19844AHPIGy-021,20201216,1
C19844AHPIGy-021,20201217,1
C19844AHPIGy-021,20201218,1
C19844AHPIGy-021,20201221,1
C19844AHPIGy-021,20201222,1
C19844AHPIGy-021,20201223,1
C19844AHPIGy-021,20201228,1
C19844AHPIGy-021,20201229,1
C19844AHPIGy-021,20201230,1
C19844AHPIGy-021,20201231,1
C19844AHPIGy-021,20210104,1
C19844AHPIGy-021,20210105,1
C19844AHPIGy-021,20210106,1
C19844AHPIGy-021,20210107,1
C19844AHPIGy-021,20210108,1
C19844AHPIGy-021,20210111,1
C19844AHPIGy-021,20210112,1
C19844AHPIGy-021,20210113,1
C19844AHPIGy-021,20210114,1
C19844AHPIGy-021,20210115,1
C19844AHPIGy-021,20210118,1
C19844AHPIGy-021,20210119,1
C19844AHPIGy-021,20210120,1
C19844AHPIGy-021,20210121,1
C19844AHPIGy-021,20210122,1
C19844AHPIGy-021,20210125,1
C19844AHPIGy-021,20210126,1
C19844AHPIGy-021,20210127,1
C19844AHPIGy-021,20210128,1
C19844AHPIGy-021,20210129,1
C19844AHPIGy-021,20210201,1
C19845ASZIGy-021,20201219,1
C19845ASZIGy-021,20210102,1
C19845ASZIGy-021,20210109,1
C19845ASZIGy-021,20210116,1
C19845ASZIGy-021,20210123,1
C19845ASZIGy-021,20210130,1
C19846AVVIGy-021,20201213,1
C19846AVVIGy-021,20201220,1
C19846AVVIGy-021,20201225,1
C19846AVVIGy-021,20201226,1
C19846AVVIGy-021,20201227,1
C19846AVVIGy-021,20210101,1
C19846AVVIGy-021,20210103,1
C19846AVVIGy-021,20210110,1
C19846AVVIGy-021,20210117,1
C19846AVVIGy-021,20210124,1
C19846AVVIGy-021,20210131,1
C19918AHPpgy-011,20210104,1
C19918AHPpgy-011,20210105,1
C19918AHPpgy-011,20210106,1
C19918AHPpgy-011,20210107,1
C19918AHPpgy-011,20210108,1
C19918AHPpgy-011,20210111,1
C19918AHPpgy-011,20210112,1
C19918AHPpgy-011,20210113,1
C19918AHPpgy-011,20210114,1
C19918AHPpgy-011,20210115,1
C19918AHPpgy-011,20210118,1
C19918AHPpgy-011,20210119,1
C19918AHPpgy-011,20210120,1
C19918AHPpgy-011,20210121,1
C19918AHPpgy-011,20210122,1
C19918AHPpgy-011,20210125,1
C19918AHPpgy-011,20210126,1
C19918AHPpgy-011,20210127,1
C19918AHPpgy-011,20210128,1
C19918AHPpgy-011,20210129,1
C19918AHPpgy-011,20210201,1
C19983AVVKZ-0011,20201213,1
C19983AVVKZ-0011,20201220,1
C19983AVVKZ-0011,20201225,1
C19983AVVKZ-0011,20201226,1
C19983AVVKZ-0011,20201227,1
C19983AVVKZ-0011,20210101,1
C19983AVVKZ-0011,20210103,1
C19983AVVKZ-0011,20210110,1
C19983AVVKZ-0011,20210117,1
C19983AVVKZ-0011,20210124,1
C19983AVVKZ-0011,20210131,1
C20100K1HPRG-0011,20201221,1
C20100K1HPRG-0011,20201222,1
C20100K1HPRG-0011,20201223,1
C20100K1HPRG-0011,20201228,1
C20100K1HPRG-0011,20201229,1
C20100K1HPRG-0011,20201230,1
C20100K1HPRG-0011,20201231,1
C20140ASZKB-0011,20201219,1
C20140ASZKB-0011,20201224,1
C20140ASZKB-0011,20210102,1
C20140ASZKB-0011,20210109,1
C20140ASZKB-0011,20210116,1
C20140ASZKB-0011,20210123,1
C20140ASZKB-0011,20210130,1
C20141AVVKB-0011,20201213,1
C20141AVVKB-0011,20201220,1
C20141AVVKB-0011,20201225,1
C20141AVVKB-0011,20201226,1
C20141AVVKB-0011,20201227,1
C20141AVVKB-0011,20210101,1
C20141AVVKB-0011,20210103,1
C20141AVVKB-0011,20210110,1
C20141AVVKB-0011,20210117,1
C20141AVVKB-0011,20210124,1
C20141AVVKB-0011,20210131,1
C20186AHCYM-0031,20201214,1
C20186AHCYM-0031,20201215,1
C20186AHCYM-0031,20201216,1
C20186AHCYM-0031,20201217,1
C20200ASZYM-0031,20201219,1
C20204AVVYM-0031,20201213,1
C20204AVVYM-0031,20201220,1
C20204AVVYM-0031,20201225,1
C20204AVVYM-0031,20201226,1
C20204AVVYM-0031,20201227,1
C20204AVVYM-0031,20210101,1
C20205APPYM-0031,20201218,1
C20207K1HPYM-0021,20201221,1
C20207K1HPYM-0021,20201222,1
C20207K1HPYM-0021,20201223,1
C20229EVVHPIGy-051,20201228,1
C20229EVVHPIGy-051,20201229,1
C20229EVVHPIGy-051,20201230,1
C20229EVVHPIGy-051,20201231,1
C20238AHPMAA-031,20210201,1
C20340AHPHB-0021,20201214,1
C20340AHPHB-0021,20201215,1
C20340AHPHB-0021,20201216,1
C20340AHPHB-0021,20201217,1
C20340AHPHB-0021,20201218,1
C20340AHPHB-0021,20201221,1
C20340AHPHB-0021,20201222,1
C20340AHPHB-0021,20201223,1
C20340AHPHB-0021,20201228,1
C20340AHPHB-0021,20201229,1
C20340AHPHB-0021,20201230,1
C20340AHPHB-0021,20201231,1
C20340AHPHB-0021,20210104,1
C20340AHPHB-0021,20210105,1
C20340AHPHB-0021,20210106,1
C20340AHPHB-0021,20210107,1
C20340AHPHB-0021,20210108,1
C20340AHPHB-0021,20210111,1
C20340AHPHB-0021,20210112,1
C20340AHPHB-0021,20210113,1
C20340AHPHB-0021,20210114,1
C20340AHPHB-0021,20210115,1
C20340AHPHB-0021,20210118,1
C20340AHPHB-0021,20210119,1
C20340AHPHB-0021,20210120,1
C20340AHPHB-0021,20210121,1
C20340AHPHB-0021,20210122,1
C20340AHPHB-0021,20210125,1
C20340AHPHB-0021,20210126,1
C20340AHPHB-0021,20210127,1
C20340AHPHB-0021,20210128,1
C20340AHPHB-0021,20210129,1
C20340AHPHB-0021,20210201,1
C20341ASZHB-0021,20201219,1
C20341ASZHB-0021,20210102,1
C20341ASZHB-0021,20210109,1
C20341ASZHB-0021,20210116,1
C20341ASZHB-0021,20210123,1
C20341ASZHB-0021,20210130,1
C20342AVVHB-0021,20201213,1
C20342AVVHB-0021,20201220,1
C20342AVVHB-0021,20201227,1
C20342AVVHB-0021,20210101,1
C20342AVVHB-0021,20210103,1
C20342AVVHB-0021,20210110,1
C20342AVVHB-0021,20210117,1
C20342AVVHB-0021,20210124,1
C20342AVVHB-0021,20210131,1
C20343ÜNVVHB-0011,20201225,1
C20343ÜNVVHB-0011,20201226,1
C20367AHPMAA-041,20210201,1
C20400R01HPKMK-011,20201214,1
C20400R01HPKMK-011,20201215,1
C20400R01HPKMK-011,20201216,1
C20400R01HPKMK-011,20201217,1
C20400R01HPKMK-011,20201218,1
C20400R01HPKMK-011,20201228,1
C20400R01HPKMK-011,20201229,1
C20400R01HPKMK-011,20201230,1
C20400R01HPKMK-011,20201231,1
C20425R01SZKMK-011,20201219,1
C20425R01SZKMK-011,20201224,1
C20432R01VVKMK-011,20201213,1
C20432R01VVKMK-011,20201220,1
C20432R01VVKMK-011,20201225,1
C20432R01VVKMK-011,20201226,1
C20432R01VVKMK-011,20201227,1
C20473APPIGy-111,20201218,1
C20473APPIGy-111,20201223,1
C20473APPIGy-111,20210108,1
C20473APPIGy-111,20210115,1
C20473APPIGy-111,20210122,1
C20473APPIGy-111,20210129,1
C20476ASZIGy-111,20201219,1
C20476ASZIGy-111,20201224,1
C20476ASZIGy-111,20201225,1
C20476ASZIGy-111,20201226,1
C20476ASZIGy-111,20201231,1
C20476ASZIGy-111,20210102,1
C20476ASZIGy-111,20210109,1
C20476ASZIGy-111,20210116,1
C20476ASZIGy-111,20210123,1
C20476ASZIGy-111,20210130,1
C20480K1HCIGy-071,20201221,1
C20480K1HCIGy-071,20201222,1
C20486K1VVIGy-071,20201220,1
C20504K1HCSZU-011,20201221,1
C20504K1HCSZU-011,20201222,1
C20514K1PPSZU-011,20201223,1
C20517AHPIGy-011,20201214,1
C20517AHPIGy-011,20201215,1
C20517AHPIGy-011,20201216,1
C20517AHPIGy-011,20201217,1
C20517AHPIGy-011,20201218,1
C20517AHPIGy-011,20210104,1
C20517AHPIGy-011,20210105,1
C20517AHPIGy-011,20210106,1
C20517AHPIGy-011,20210107,1
C20517AHPIGy-011,20210108,1
C20517AHPIGy-011,20210111,1
C20517AHPIGy-011,20210112,1
C20517AHPIGy-011,20210113,1
C20517AHPIGy-011,20210114,1
C20517AHPIGy-011,20210115,1
C20517AHPIGy-011,20210118,1
C20517AHPIGy-011,20210119,1
C20517AHPIGy-011,20210120,1
C20517AHPIGy-011,20210121,1
C20517AHPIGy-011,20210122,1
C20517AHPIGy-011,20210125,1
C20517AHPIGy-011,20210126,1
C20517AHPIGy-011,20210127,1
C20517AHPIGy-011,20210128,1
C20517AHPIGy-011,20210129,1
C20517AHPIGy-011,20210201,1
C20517AVCIGy-011,20201213,1
C20517AVCIGy-011,20201214,1
C20517AVCIGy-011,20201215,1
C20517AVCIGy-011,20201216,1
C20517AVCIGy-011,20201217,1
C20517AVCIGy-011,20210103,1
C20517AVCIGy-011,20210104,1
C20517AVCIGy-011,20210105,1
C20517AVCIGy-011,20210106,1
C20517AVCIGy-011,20210107,1
C20517AVCIGy-011,20210110,1
C20517AVCIGy-011,20210111,1
C20517AVCIGy-011,20210112,1
C20517AVCIGy-011,20210113,1
C20517AVCIGy-011,20210114,1
C20517AVCIGy-011,20210117,1
C20517AVCIGy-011,20210118,1
C20517AVCIGy-011,20210119,1
C20517AVCIGy-011,20210120,1
C20517AVCIGy-011,20210121,1
C20517AVCIGy-011,20210124,1
C20517AVCIGy-011,20210125,1
C20517AVCIGy-011,20210126,1
C20517AVCIGy-011,20210127,1
C20517AVCIGy-011,20210128,1
